Thumb,Index,Middle,Ring,Pinky,X,Y,Label
27,38,100,102,69,352,-968,ä
27,40,99,100,60,392,-992,ä
27,37,98,104,51,352,-968,ä
27,36,100,106,65,384,-976,ä
28,41,99,108,74,384,-968,ä
27,40,100,104,78,408,-992,ä
26,38,98,120,74,368,-968,ä
28,40,99,100,63,360,-968,ä
27,36,98,101,63,376,-984,ä
27,37,99,100,60,360,-968,ä
28,38,98,99,67,384,-976,ä
28,40,100,103,76,384,-976,ä
29,40,98,103,69,368,-968,ä
27,39,99,102,65,376,-960,ä
27,40,98,102,69,368,-944,ä
27,38,99,100,54,368,-952,ä
27,36,97,100,60,368,-944,ä
28,41,99,100,67,376,-936,ä
28,42,100,102,76,304,-888,ä
28,36,101,101,69,352,-928,ä
28,38,99,100,67,368,-936,ä
28,39,97,102,72,360,-928,ä
27,37,98,99,60,352,-936,ä
27,38,98,100,67,384,-920,ä
27,39,100,100,69,368,-920,ä
28,40,100,102,81,360,-920,ä
28,39,99,102,72,336,-936,ä
28,37,100,102,69,336,-952,ä
26,39,98,102,63,344,-952,ä
28,36,99,99,60,312,-944,ä
27,35,98,100,54,320,-944,ä
28,40,99,114,72,328,-968,ä
28,41,97,142,76,336,-984,ä
28,38,99,106,76,336,-1000,ä
28,41,99,109,72,336,-992,ä
28,38,98,104,69,336,-1000,ä
27,37,97,103,60,352,-1000,ä
28,37,98,101,65,352,-992,ä
28,39,98,109,69,376,-992,ä
28,39,99,108,72,376,-1016,ä
28,38,97,108,69,352,-1008,ä
28,40,96,109,60,344,-1008,ä
28,36,98,103,67,360,-1016,ä
27,36,97,108,60,368,-1000,ä
27,39,99,106,65,344,-1008,ä
28,40,98,105,72,344,-1000,ä
27,40,98,109,76,336,-992,ä
28,41,98,102,74,360,-1008,ä
29,40,98,106,67,336,-1000,ä
29,40,98,109,69,336,-1000,ä
28,36,97,100,60,368,-992,ä
29,37,96,102,56,368,-1008,ä
28,39,98,103,74,368,-1000,ä
28,40,97,102,69,328,-992,ä
29,40,99,100,76,352,-1000,ä
28,38,98,102,69,360,-984,ä
28,39,98,102,65,376,-992,ä
28,39,98,100,58,352,-1000,ä
28,39,98,100,60,376,-992,ä
29,40,98,109,72,320,-984,ä
29,38,99,104,65,360,-1000,ä
28,37,98,101,65,360,-992,ä
27,40,99,100,69,336,-976,ä
29,40,98,100,60,344,-984,ä
28,37,98,99,58,368,-1000,ä
29,36,98,99,56,328,-984,ä
29,39,99,101,74,336,-984,ä
29,40,98,102,76,344,-984,ä
29,39,97,101,74,344,-976,ä
28,39,99,99,67,336,-992,ä
28,38,98,99,60,352,-984,ä
28,36,98,99,58,352,-984,ä
27,37,96,99,65,360,-992,ä
28,40,99,100,74,344,-968,ä
28,40,98,101,76,352,-968,ä
28,38,98,100,72,376,-992,ä
27,40,98,102,65,352,-968,ä
27,37,97,99,63,400,-1016,ä
28,36,97,98,58,360,-984,ä
29,38,98,99,63,392,-984,ä
29,40,99,101,74,368,-984,ä
28,40,98,102,67,384,-992,ä
29,41,98,101,63,368,-976,ä
27,38,98,102,67,376,-984,ä
27,39,97,99,63,360,-984,ä
29,37,98,99,63,376,-968,ä
28,39,98,100,69,376,-976,ä
29,40,98,101,72,368,-968,ä
28,41,98,101,72,352,-976,ä
29,40,98,101,72,368,-992,ä
28,39,98,102,69,352,-976,ä
28,39,97,100,63,376,-992,ä
28,39,97,100,63,344,-968,ä
29,40,98,101,67,344,-968,ä
29,40,98,102,74,368,-968,ä
29,39,97,104,65,352,-984,ä
29,40,98,102,69,360,-968,ä
28,37,98,102,67,368,-976,ä
27,37,97,100,58,360,-960,ä
28,39,97,101,67,384,-976,ä
29,40,97,103,69,368,-976,ä
29,40,98,104,72,376,-984,ä
28,38,98,102,72,352,-976,ä
28,40,98,102,67,352,-952,ä
29,37,97,103,67,368,-976,ä
29,39,98,101,63,352,-968,ä
29,38,96,101,63,360,-976,ä
29,40,98,102,67,368,-976,ä
29,40,98,104,72,368,-976,ä
28,40,99,102,69,344,-960,ä
29,37,98,104,69,368,-976,ä
29,40,98,103,67,352,-976,ä
28,38,97,100,60,368,-984,ä
27,38,98,106,65,344,-976,ä
29,39,97,102,69,352,-976,ä
29,40,98,109,72,344,-968,ä
29,39,97,105,69,400,-992,ä
29,39,98,104,67,400,-1000,ä
29,39,97,106,65,376,-976,ä
29,38,97,106,60,376,-984,ä
28,36,97,104,63,360,-976,ä
29,40,98,101,69,368,-976,ä
29,41,97,101,67,376,-976,ä
29,40,97,104,67,368,-984,ä
29,40,97,104,65,376,-976,ä
28,40,96,102,60,392,-1000,ä
29,37,97,98,58,376,-976,ä
27,36,98,97,67,360,-976,ä
29,41,98,99,74,384,-992,ä
29,38,98,100,69,368,-984,ä
29,40,98,100,67,352,-992,ä
29,40,98,100,65,384,-984,ä
28,38,97,104,60,352,-968,ä
28,38,97,99,60,376,-968,ä
28,39,97,131,67,344,-976,ä
30,40,98,133,72,360,-992,ä
30,40,98,103,69,376,-984,ä
28,40,98,99,72,344,-976,ä
30,41,98,100,63,360,-976,ä
29,39,96,98,58,368,-976,ä
29,37,97,98,60,352,-976,ä
29,39,98,99,67,360,-976,ä
29,40,98,100,72,368,-984,ä
29,39,98,99,65,352,-976,ä
30,40,97,99,67,368,-984,ä
29,40,98,99,60,344,-968,ä
29,38,97,98,56,376,-1000,ä
29,37,97,99,56,376,-984,ä
29,40,97,99,67,376,-992,ä
29,40,98,99,72,376,-984,ä
30,40,97,100,69,376,-984,ä
29,40,96,98,67,376,-976,ä
29,37,97,99,63,376,-984,ä
28,37,97,97,60,376,-992,ä
28,37,97,99,60,376,-984,ä
29,40,97,99,69,368,-984,ä
29,39,98,99,69,344,-968,ä
29,38,97,100,67,360,-984,ä
29,39,98,100,69,384,-1000,ä
28,39,96,99,65,384,-992,ä
29,37,97,98,58,344,-968,ä
28,40,96,99,60,360,-992,ä
29,40,97,99,67,384,-992,ä
29,40,97,100,72,368,-976,ä
29,39,98,100,67,376,-976,ä
28,37,96,99,67,360,-976,ä
28,39,96,98,63,352,-968,ä
29,38,97,97,58,344,-976,ä
28,37,96,97,63,344,-968,ä
29,40,97,100,72,352,-976,ä
28,40,98,99,72,376,-992,ä
29,39,97,100,69,368,-992,ä
30,37,97,100,65,368,-984,ä
29,37,96,97,51,376,-976,ä
28,37,96,97,58,360,-984,ä
29,39,97,98,65,384,-984,ä
29,41,98,99,72,344,-984,ä
29,38,97,97,65,392,-1000,ä
29,39,98,99,65,360,-1000,ä
28,39,97,99,69,368,-1008,ä
29,36,96,97,58,376,-984,ä
28,38,96,98,63,344,-984,ä
29,39,97,99,65,384,-1000,ä
29,40,97,99,69,384,-1000,ä
29,40,97,98,72,344,-984,ä
29,38,96,99,76,376,-984,ä
28,38,97,97,67,352,-984,ä
28,37,95,96,56,408,-992,ä
29,36,97,97,65,368,-992,ä
29,39,97,99,65,352,-984,ä
29,40,97,99,69,344,-976,ä
29,39,97,99,65,376,-984,ä
29,39,97,99,63,384,-992,ä
29,40,98,97,69,368,-984,ä
29,36,97,97,56,376,-992,ä
29,39,97,98,63,352,-984,ä
29,40,97,99,67,352,-984,ä
29,40,97,98,63,376,-976,ä
29,40,97,98,63,344,-968,ä
29,38,96,99,58,384,-1000,ä
29,40,95,99,63,376,-992,ä
29,39,96,97,56,344,-984,ä
29,40,96,96,63,384,-1000,ä
29,40,97,99,69,352,-976,ä
28,41,97,99,65,376,-976,ä
28,37,95,98,65,384,-984,ä
28,40,96,99,63,368,-976,ä
30,38,96,97,58,384,-1008,ä
28,36,95,97,58,368,-984,ä
30,39,97,99,54,376,-976,ä
29,40,97,99,69,360,-976,ä
30,38,98,99,74,384,-992,ä
29,40,97,97,69,352,-984,ä
28,40,94,99,69,368,-984,ä
29,39,96,97,60,352,-976,ä
29,37,96,97,56,376,-984,ä
28,40,97,97,67,352,-968,ä
30,40,97,100,63,360,-984,ä
28,37,95,97,60,376,-984,ä
28,40,97,99,67,368,-984,ä
29,40,97,98,67,376,-992,ä
29,37,96,96,56,368,-984,ä
28,38,95,97,51,400,-1000,ä
29,39,97,98,65,376,-984,ä
29,41,97,99,74,368,-976,ä
29,40,97,97,63,376,-992,ä
28,36,96,97,69,376,-1008,ä
29,40,97,99,63,368,-984,ä
29,38,96,97,54,376,-992,ä
29,38,97,96,58,376,-992,ä
29,39,97,97,65,360,-976,ä
29,41,97,99,74,376,-984,ä
29,40,95,98,65,360,-984,ä
28,40,96,98,60,360,-976,ä
29,38,97,97,60,360,-984,ä
29,37,96,97,54,360,-992,ä
29,36,96,97,65,384,-992,ä
29,40,97,98,67,360,-984,ä
30,40,96,99,69,384,-992,ä
30,40,96,99,72,368,-976,ä
29,40,95,99,67,376,-984,ä
30,40,97,98,60,352,-984,ä
29,36,96,97,51,344,-968,ä
29,40,96,95,54,384,-1000,ä
29,40,97,99,72,344,-976,ä
29,41,96,99,65,352,-968,ä
29,41,97,98,74,384,-1000,ä
28,40,97,99,60,352,-976,ä
29,40,97,97,60,384,-984,ä
29,36,96,96,56,376,-984,ä
28,38,97,95,58,376,-992,ä
29,40,96,98,72,368,-984,ä
28,40,96,99,67,368,-992,ä
28,40,96,98,67,368,-992,ä
30,40,97,99,65,368,-992,ä
29,39,96,95,54,360,-984,ä
29,38,95,96,54,376,-1000,ä
29,40,97,97,67,376,-976,ä
30,40,97,99,72,368,-984,ä
30,40,95,97,72,384,-984,ä
28,38,96,96,74,360,-968,ä
29,41,97,97,69,368,-992,ä
28,39,95,95,56,376,-984,ä
29,37,96,97,54,360,-984,ä
28,39,95,96,60,360,-976,ä
29,41,97,99,72,352,-984,ä
28,40,97,97,69,392,-992,ä
29,37,98,98,60,344,-984,ä
29,40,96,97,69,376,-984,ä
29,38,96,95,60,376,-984,ä
29,36,96,95,63,392,-992,ä
29,40,96,97,65,384,-992,ä
29,41,97,99,72,384,-992,ä
30,41,95,99,63,376,-984,ä
29,39,97,96,72,352,-984,ä
29,40,95,98,67,384,-984,ä
29,39,95,95,60,360,-976,ä
28,39,96,96,60,376,-992,ä
29,40,97,97,69,384,-992,ä
29,40,98,98,76,352,-992,ä
30,41,97,99,69,368,-984,ä
29,41,97,97,65,360,-992,ä
28,39,95,95,65,384,-984,ä
28,40,95,96,60,368,-1000,ä
30,37,95,97,60,376,-992,ä
29,40,97,97,60,368,-992,ä
30,41,97,99,72,368,-992,ä
29,39,97,99,67,384,-1000,ä
29,40,97,97,72,376,-992,ä
29,39,96,99,65,384,-1000,ä
29,37,94,95,56,400,-1000,ä
29,40,94,97,63,376,-1000,ä
29,40,96,97,67,376,-992,ä
29,42,97,99,72,376,-1000,ä
29,40,96,99,69,352,-984,ä
28,38,97,97,72,392,-992,ä
28,41,97,98,69,344,-992,ä
29,36,95,97,56,376,-992,ä
29,40,98,96,54,352,-992,ä
30,40,97,99,67,368,-992,ä
29,41,97,99,67,376,-992,ä
28,38,97,100,76,376,-992,ä
29,38,96,100,67,360,-984,ä
28,40,95,108,69,384,-1008,ä
29,36,95,99,56,344,-984,ä
29,40,96,102,63,368,-992,ä
29,40,97,101,72,352,-984,ä
30,40,98,100,74,360,-992,ä
28,38,96,99,72,384,-992,ä
28,40,95,102,72,360,-992,ä
29,42,94,102,67,384,-1000,ä
28,39,95,99,58,352,-984,ä
29,36,96,101,63,368,-992,ä
29,40,97,102,67,384,-992,ä
30,41,97,102,69,360,-984,ä
29,41,97,100,65,376,-1000,ä
28,37,97,102,58,368,-984,ä
29,40,95,101,63,344,-984,ä
29,38,96,100,54,360,-984,ä
30,37,96,101,63,352,-984,ä
29,41,96,102,69,368,-984,ä
29,42,96,103,69,376,-992,ä
29,39,96,103,69,384,-992,ä
28,40,94,102,69,384,-1000,ä
29,40,95,105,67,360,-984,ä
29,36,95,100,58,376,-992,ä
29,36,96,100,58,376,-992,ä
29,40,96,101,67,352,-984,ä
29,42,96,101,65,384,-992,ä
30,38,95,102,74,376,-1008,ä
28,37,95,102,67,368,-976,ä
29,39,95,103,69,384,-1000,ä
29,39,96,104,58,368,-984,ä
28,38,96,104,63,376,-992,ä
29,39,96,101,69,384,-992,ä
29,41,97,106,67,376,-992,ä
30,41,96,105,72,384,-1000,ä
29,40,97,100,63,360,-992,ä
28,39,97,99,63,384,-1000,ä
29,36,95,101,56,360,-992,ä
29,39,95,97,56,376,-984,ä
29,40,96,99,65,368,-984,ä
30,41,96,113,72,392,-1008,ä
28,37,97,100,69,352,-984,ä
29,40,95,100,65,352,-984,ä
29,39,96,106,65,352,-976,ä
28,38,94,103,60,352,-976,ä
29,38,96,133,63,384,-984,ä
29,40,96,129,63,384,-976,ä
30,40,97,100,74,360,-984,ä
28,39,95,101,63,392,-992,ä
29,40,97,99,65,368,-992,ä
30,40,96,97,60,384,-1016,ä
29,36,95,96,60,384,-1000,ä
31,38,95,95,54,360,-976,ä
32,39,94,96,63,384,-992,ä
32,40,96,98,74,392,-992,ä
33,40,97,95,65,376,-984,ä
33,40,96,97,67,352,-984,ä
33,36,95,97,67,384,-1000,ä
34,38,95,96,54,376,-1000,ä
34,36,95,94,56,384,-992,ä
33,40,95,97,56,352,-984,ä
33,40,96,131,72,392,-1000,ä
33,39,95,130,72,368,-992,ä
33,40,96,97,67,344,-984,ä
32,38,94,97,63,352,-992,ä
32,37,96,97,60,384,-992,ä
32,37,95,96,54,368,-984,ä
32,38,96,95,67,376,-992,ä
32,40,96,98,69,368,-992,ä
32,40,96,98,65,360,-984,ä
32,40,96,97,69,352,-976,ä
33,40,96,100,65,384,-1000,ä
33,37,95,98,65,368,-976,ä
31,36,94,97,58,368,-976,ä
31,38,96,98,56,384,-1000,ä
32,38,96,98,67,392,-992,ä
33,39,97,99,69,368,-992,ä
70,67,76,158,90,144,-1224,å
71,63,75,174,83,136,-1248,å
72,64,74,131,87,152,-1248,å
72,63,75,124,87,136,-1264,å
73,64,76,119,96,136,-1248,å
73,66,74,120,87,144,-1256,å
71,63,74,122,87,152,-1264,å
72,61,74,372,83,144,-1248,å
71,61,74,369,81,144,-1248,å
71,59,73,371,81,144,-1256,å
72,60,75,372,87,144,-1264,å
72,63,74,372,92,144,-1232,å
72,63,75,372,81,136,-1256,å
71,62,73,61,76,136,-1224,å
72,63,74,60,74,136,-1248,å
70,60,73,370,74,160,-1256,å
70,59,73,365,76,112,-1240,å
71,60,72,225,83,120,-1256,å
72,63,74,199,92,120,-1256,å
70,61,74,372,90,88,-1256,å
72,61,73,61,85,96,-1224,å
70,60,74,59,83,112,-1224,å
69,60,73,59,78,120,-1256,å
70,59,72,58,72,96,-1224,å
69,59,73,59,78,120,-1248,å
72,63,74,59,90,120,-1256,å
69,61,74,60,78,96,-1240,å
71,60,73,60,78,120,-1224,å
70,61,74,58,83,120,-1200,å
70,61,72,58,74,136,-1232,å
70,59,71,57,72,168,-1240,å
70,57,71,57,76,128,-1216,å
70,62,73,58,83,128,-1232,å
72,63,73,58,74,120,-1232,å
70,61,71,57,83,136,-1216,å
70,58,73,58,81,152,-1240,å
71,59,72,58,72,112,-1240,å
70,57,70,57,69,120,-1224,å
72,57,72,58,69,152,-1240,å
70,60,72,58,83,104,-1272,å
71,58,73,56,85,120,-1248,å
69,58,72,76,78,144,-1224,å
70,62,72,58,81,128,-1208,å
72,56,71,58,83,144,-1248,å
68,57,70,56,69,152,-1248,å
70,56,71,55,76,168,-1224,å
70,60,71,63,76,104,-1208,å
70,61,72,71,85,144,-1288,å
69,57,70,372,78,152,-1304,å
70,58,70,59,81,120,-1216,å
68,59,68,68,78,80,-1216,å
69,58,69,175,67,8,-1216,å
69,57,68,56,76,40,-1240,å
69,59,70,367,81,144,-1200,å
70,60,70,57,76,152,-1272,å
71,57,70,57,78,112,-1264,å
70,58,69,57,74,96,-1232,å
70,59,68,57,72,96,-1272,å
67,56,68,54,72,128,-1232,å
68,55,69,55,69,80,-1224,å
68,58,69,57,78,88,-1248,å
69,60,70,57,83,88,-1256,å
70,56,69,56,81,96,-1264,å
70,58,69,60,78,152,-1280,å
70,57,70,59,74,72,-1232,å
67,55,68,86,67,128,-1216,å
67,55,69,59,74,96,-1216,å
68,56,68,59,76,96,-1256,å
69,59,69,61,81,120,-1264,å
68,59,69,54,78,104,-1264,å
67,55,68,372,78,120,-1272,å
69,58,67,372,60,96,-1272,å
68,54,68,54,58,8,-1256,å
69,54,69,54,56,-8,-1224,å
68,58,68,55,76,88,-1200,å
68,58,70,59,83,32,-1192,å
70,58,70,54,78,16,-1184,å
68,56,70,57,76,56,-1216,å
68,56,69,54,74,32,-1264,å
67,56,69,55,67,32,-1264,å
68,56,69,52,58,64,-1288,å
68,58,70,53,72,112,-1256,å
69,59,69,55,78,96,-1256,å
68,54,69,55,67,72,-1216,å
68,57,68,56,63,72,-1232,å
67,57,67,55,81,72,-1224,å
66,59,67,55,63,88,-1208,å
66,55,67,54,65,120,-1232,å
68,56,68,55,69,88,-1264,å
68,57,69,55,78,88,-1256,å
69,59,70,55,67,112,-1216,å
66,57,69,56,65,144,-1224,å
68,56,69,54,72,160,-1240,å
66,57,68,54,60,152,-1256,å
66,54,67,54,63,144,-1264,å
66,54,68,54,72,176,-1272,å
68,58,69,54,74,112,-1232,å
68,59,69,55,78,136,-1256,å
69,57,69,53,83,120,-1248,å
69,58,68,54,76,152,-1200,å
68,58,69,55,72,144,-1200,å
68,55,68,52,67,136,-1264,å
66,55,68,53,67,144,-1264,å
67,58,67,54,72,144,-1240,å
68,60,69,55,81,136,-1232,å
68,59,68,54,67,144,-1192,å
68,55,69,55,67,136,-1224,å
67,59,68,54,74,160,-1248,å
67,56,68,52,65,152,-1248,å
66,55,67,52,67,152,-1232,å
66,56,67,52,72,152,-1232,å
68,58,69,55,76,144,-1240,å
66,58,68,54,81,144,-1240,å
68,58,69,55,69,112,-1240,å
67,60,69,55,78,144,-1224,å
67,62,69,55,63,160,-1232,å
65,63,68,54,63,184,-1248,å
66,63,69,56,76,144,-1248,å
68,65,70,56,76,152,-1232,å
68,69,71,59,83,168,-1248,å
65,64,69,57,87,160,-1240,å
68,67,70,56,78,144,-1232,å
67,66,70,57,74,152,-1232,å
66,62,68,55,67,168,-1256,å
67,63,68,54,67,168,-1256,å
67,64,69,57,78,160,-1256,å
67,67,70,58,85,160,-1272,å
68,67,68,57,67,144,-1232,å
66,66,69,56,78,160,-1256,å
68,67,70,54,72,152,-1232,å
66,63,69,55,60,152,-1248,å
66,62,68,54,63,152,-1248,å
68,61,68,54,72,144,-1224,å
67,67,70,56,83,144,-1240,å
66,67,70,56,69,136,-1224,å
66,65,68,57,81,152,-1232,å
65,64,69,55,69,144,-1248,å
66,64,69,55,74,160,-1248,å
66,59,69,55,72,152,-1224,å
64,64,67,55,67,160,-1248,å
67,65,70,56,83,152,-1248,å
67,65,69,59,78,144,-1232,å
65,66,67,56,76,168,-1256,å
67,63,69,72,81,144,-1240,å
66,64,69,56,65,160,-1256,å
66,62,67,54,67,144,-1240,å
66,63,69,56,72,160,-1248,å
67,65,72,61,85,160,-1256,å
67,67,72,63,92,152,-1264,å
66,67,70,63,85,144,-1224,å
67,67,72,62,87,144,-1248,å
66,64,71,61,83,136,-1216,å
66,62,69,60,65,152,-1248,å
66,60,69,59,65,144,-1216,å
66,65,69,59,69,144,-1224,å
67,66,71,60,90,136,-1240,å
67,67,69,58,81,136,-1224,å
65,65,70,59,74,160,-1248,å
66,64,70,59,78,152,-1248,å
67,62,70,59,76,128,-1240,å
65,61,69,57,67,144,-1264,å
67,63,68,57,78,136,-1240,å
66,67,71,59,87,120,-1240,å
66,67,71,59,76,136,-1240,å
65,64,70,61,74,128,-1240,å
66,66,71,59,76,120,-1248,å
66,64,71,59,81,136,-1240,å
66,63,69,58,65,128,-1240,å
67,62,70,59,74,128,-1232,å
70,63,70,60,87,128,-1240,å
70,66,71,60,87,128,-1232,å
70,67,70,60,76,168,-1256,å
69,66,69,61,85,112,-1256,å
69,65,69,59,78,104,-1248,å
68,60,70,59,67,120,-1224,å
68,62,69,58,69,136,-1224,å
69,60,68,59,74,120,-1232,å
68,66,70,60,87,120,-1240,å
72,65,69,58,83,128,-1248,å
73,66,70,59,85,120,-1248,å
75,63,71,59,81,112,-1224,å
76,61,68,59,67,120,-1232,å
77,61,69,57,74,112,-1248,å
75,64,70,57,81,104,-1248,å
82,63,70,59,83,128,-1216,å
85,66,71,61,90,112,-1248,å
79,62,71,60,78,128,-1240,å
78,62,69,59,85,104,-1240,å
77,60,69,59,72,120,-1248,å
75,63,67,57,69,120,-1232,å
74,60,69,57,67,128,-1256,å
72,62,69,57,74,120,-1224,å
72,65,71,59,90,120,-1248,å
71,62,70,60,87,120,-1240,å
69,61,68,57,69,104,-1248,å
69,62,68,59,81,120,-1240,å
68,62,69,59,67,120,-1248,å
67,60,67,57,74,120,-1256,å
72,63,67,59,74,128,-1272,å
72,63,70,59,83,112,-1232,å
73,65,70,58,83,120,-1232,å
73,62,70,58,78,120,-1256,å
73,61,69,59,81,136,-1248,å
73,62,70,57,78,120,-1232,å
71,59,68,57,72,120,-1240,å
71,62,68,56,65,128,-1248,å
70,60,69,57,78,136,-1232,å
72,66,70,59,85,128,-1224,å
71,63,69,59,83,120,-1216,å
71,63,69,58,87,136,-1240,å
71,63,70,59,72,128,-1240,å
72,65,69,58,76,136,-1256,å
69,58,67,55,63,120,-1240,å
71,59,68,58,76,144,-1240,å
72,64,69,59,83,136,-1216,å
72,66,70,59,81,112,-1224,å
71,64,70,57,76,112,-1224,å
69,64,69,58,76,128,-1240,å
72,61,69,59,76,112,-1232,å
71,60,67,57,72,96,-1256,å
71,60,68,57,65,112,-1216,å
72,63,69,59,78,128,-1216,å
72,64,70,61,85,104,-1240,å
70,64,70,63,81,128,-1232,å
72,63,68,63,83,120,-1232,å
72,63,70,57,83,120,-1240,å
71,61,68,66,72,96,-1256,å
70,61,68,58,67,112,-1208,å
73,61,70,70,74,120,-1224,å
72,64,69,73,83,112,-1216,å
72,63,69,62,85,120,-1224,å
72,62,69,60,83,128,-1240,å
70,63,68,60,74,112,-1240,å
69,63,68,59,81,112,-1240,å
69,61,67,57,69,112,-1232,å
71,60,68,59,74,112,-1216,å
71,63,69,58,78,112,-1224,å
72,65,69,60,85,128,-1232,å
70,62,67,58,81,112,-1224,å
70,65,69,58,76,120,-1240,å
70,61,69,58,85,96,-1200,å
70,62,68,57,67,120,-1224,å
70,59,68,57,69,104,-1232,å
69,59,69,58,74,104,-1232,å
72,63,70,59,81,96,-1240,å
70,64,69,59,81,96,-1224,å
70,62,69,59,74,104,-1224,å
72,63,69,58,74,96,-1224,å
71,63,69,59,74,88,-1232,å
69,60,68,57,72,120,-1232,å
72,61,68,56,76,96,-1272,å
70,63,69,57,81,64,-1256,å
71,63,69,58,81,128,-1240,å
70,63,69,59,74,104,-1232,å
70,63,69,58,72,160,-1224,å
71,62,68,57,76,152,-1224,å
70,61,68,56,67,136,-1248,å
70,59,68,55,72,152,-1224,å
70,62,69,57,76,200,-1208,å
70,63,69,58,81,216,-1192,å
70,62,69,57,76,176,-1200,å
70,62,68,58,72,224,-1168,å
69,63,68,57,74,232,-1160,å
69,62,68,57,67,224,-1144,å
69,60,68,55,69,224,-1160,å
69,62,68,56,72,208,-1152,å
70,63,69,57,78,176,-1176,å
69,64,69,102,72,168,-1216,å
69,63,69,59,76,144,-1224,å
69,63,68,59,72,160,-1232,å
68,62,68,57,74,176,-1200,å
69,61,67,56,69,192,-1192,å
69,61,68,57,69,160,-1200,å
69,62,68,57,74,144,-1176,å
69,63,69,57,78,176,-1200,å
68,63,69,58,78,184,-1200,å
69,62,68,57,74,176,-1176,å
68,60,68,58,74,160,-1176,å
68,61,67,57,67,208,-1176,å
68,59,67,55,67,192,-1184,å
68,62,68,55,69,168,-1176,å
69,63,69,61,81,168,-1192,å
69,63,68,69,72,168,-1208,å
68,61,67,70,76,192,-1184,å
69,62,68,57,74,208,-1200,å
69,61,68,73,72,176,-1176,å
68,61,68,74,69,200,-1200,å
69,60,67,68,69,200,-1192,å
68,63,69,69,78,208,-1200,å
69,64,69,59,81,208,-1208,å
68,61,69,58,72,192,-1192,å
68,63,68,59,69,224,-1208,å
67,62,69,58,74,216,-1200,å
68,60,67,57,63,224,-1200,å
68,60,68,57,63,216,-1216,å
68,60,68,57,72,184,-1192,å
69,63,69,59,78,168,-1168,å
68,64,69,59,67,216,-1184,å
68,60,67,57,65,208,-1192,å
68,63,67,58,72,184,-1200,å
69,62,68,58,65,192,-1168,å
68,60,66,55,60,208,-1200,å
67,63,69,57,63,200,-1216,å
68,62,68,57,72,224,-1216,å
69,63,69,57,74,184,-1184,å
69,63,68,58,72,224,-1208,å
69,62,66,55,72,208,-1216,å
67,61,68,55,69,200,-1200,å
68,62,67,55,51,208,-1200,å
68,59,66,60,58,200,-1200,å
69,61,67,57,72,192,-1192,å
69,64,68,59,76,216,-1216,å
69,64,68,58,65,208,-1200,å
68,63,68,71,69,200,-1208,å
68,62,68,65,67,200,-1200,å
68,60,68,66,65,192,-1176,å
68,59,67,65,58,200,-1200,å
68,58,66,64,56,176,-1200,å
69,63,68,65,74,200,-1192,å
69,63,68,65,74,192,-1208,å
69,63,68,68,72,184,-1168,å
67,63,68,66,72,208,-1208,å
69,63,69,66,67,216,-1224,å
67,59,67,85,51,184,-1200,å
66,58,67,86,58,200,-1192,å
68,63,68,56,67,200,-1200,å
69,63,69,57,74,200,-1240,å
68,64,67,56,72,192,-1200,å
69,62,66,57,63,192,-1176,å
68,61,68,55,58,208,-1248,å
67,58,67,55,63,176,-1200,å
67,59,66,55,51,192,-1200,å
68,59,67,56,56,184,-1200,å
68,61,68,56,67,200,-1224,å
68,63,69,57,65,184,-1216,å
69,59,69,58,72,176,-1216,å
69,62,68,57,63,160,-1200,å
67,62,67,55,69,168,-1192,å
67,60,66,56,60,168,-1224,å
67,58,66,57,63,200,-1192,å
68,61,67,55,67,192,-1192,å
69,63,68,57,76,184,-1216,å
68,62,67,57,72,152,-1240,å
69,61,67,57,72,136,-1240,å
69,60,67,56,63,144,-1224,å
67,62,67,57,65,128,-1232,å
67,58,66,83,60,160,-1248,å
69,62,67,54,60,152,-1248,å
68,61,68,84,67,160,-1240,å
69,63,68,75,72,152,-1216,å
68,63,67,62,65,144,-1232,å
68,63,68,59,65,168,-1248,å
68,59,68,59,60,128,-1256,å
68,60,67,55,58,136,-1248,å
68,60,67,55,58,128,-1232,å
68,60,67,55,63,112,-1248,å
69,62,68,56,72,128,-1216,å
69,62,67,56,63,144,-1240,å
68,61,67,56,65,136,-1232,å
68,60,67,56,63,152,-1264,å
68,61,67,57,63,144,-1224,å
68,61,67,55,65,136,-1224,å
68,60,67,55,63,128,-1240,å
68,61,68,57,63,120,-1256,å
69,63,68,57,72,136,-1248,å
68,62,67,55,63,200,-1272,å
67,60,67,56,65,168,-1216,å
69,61,67,55,63,128,-1240,å
68,60,67,55,58,128,-1232,å
68,59,66,57,54,152,-1232,å
69,62,67,63,63,144,-1232,å
69,62,68,56,69,144,-1248,å
69,62,67,55,65,120,-1216,å
68,59,68,55,67,120,-1248,å
68,62,67,55,58,136,-1240,å
68,60,67,55,65,128,-1248,å
68,59,66,55,58,120,-1232,å
68,58,66,55,63,128,-1240,å
68,60,67,97,63,120,-1240,å
69,62,68,99,69,128,-1240,å
68,61,67,86,65,136,-1240,å
69,61,67,86,63,120,-1224,å
68,62,66,91,65,144,-1248,å
68,59,67,55,58,128,-1240,å
68,59,67,55,56,128,-1232,å
68,60,67,55,60,144,-1256,å
69,61,67,65,65,136,-1240,å
69,62,68,69,67,128,-1232,å
68,61,67,69,60,144,-1224,å
68,61,67,69,63,136,-1240,å
68,59,67,70,60,144,-1248,å
68,59,67,66,58,160,-1264,å
68,59,66,64,60,128,-1240,å
